doc_id,doc_type,component,symptom_tags,root_cause,fix_action,success,source_ref,rack_id,server_id,technician,vendor,text
DOC-0018,manual,disk,reallocated_sectors|pending_sectors|smart_prefail,SMART pre-fail attributes (reallocated and pending sector counts) rising steadily over the prior week indicate the drive's media surface is degrading; this pattern preceded a hard read failure in prior incidents.,"Migrate data off the drive (rebuild RAID member / drain replica) before reallocated sectors exceed the vendor threshold, then hot-swap the physical disk. Do not wait for a hard failure if a backup or replication job is currently reading from this drive.",True,INC424646,RACK-11,RACK-11-U8,S. Okafor,Lenovo,"Vendor Service Procedure Excerpt (Lenovo) -- DISK module replacement
Applicable symptom codes: reallocated_sectors, pending_sectors, smart_prefail.
Procedure: Migrate data off the drive (rebuild RAID member / drain replica) before reallocated sectors exceed the vendor threshold, then hot-swap the physical disk. Do not wait for a hard failure if a backup or replication job is currently reading from this drive.
Safety note: Always confirm redundant-path health (failover partner, RAID rebuild target, or partner PSU) before removing a component from a live chassis."
DOC-0005,ticket,dimm,ecc_correctable_spike|ecc_uncorrectable|memory_errors,"Degrading DIMM module in slot showing rising correctable ECC error rate, progressing to uncorrectable errors consistent with a failing memory cell array.","Replace the affected DIMM module. If the server is part of an active migration or DR failover, complete failover to a healthy node before pulling the module; do not hot-remove memory from a node still serving production traffic.",True,INC761259,RACK-11,RACK-11-U1,T. Novak,Lenovo,"[Closed Incident INC761259] Component: DIMM | Server: RACK-11-U1 | Rack: RACK-11
Vendor: Lenovo
Symptoms observed: ecc_correctable_spike, ecc_uncorrectable, memory_errors.
Root cause: Degrading DIMM module in slot showing rising correctable ECC error rate, progressing to uncorrectable errors consistent with a failing memory cell array.
Resolution applied by T. Novak: Replace the affected DIMM module. If the server is part of an active migration or DR failover, complete failover to a healthy node before pulling the module; do not hot-remove memory from a node still serving production traffic.
Outcome: Resolved, no recurrence in 30 days."
DOC-0023,email,disk,smart_read_error_rate|latency_spike,"Elevated SMART read error rate combined with I/O latency spikes on the same physical disk, without reallocated sectors yet -- an earlier-stage precursor than the classic reallocated-sector pattern.","Flag the disk for proactive replacement during the next maintenance window rather than immediate hot-swap, since no data-loss-risk threshold has been crossed yet; continue monitoring reallocation count daily.",True,INC243577,RACK-07,RACK-07-U5,P. Reyes,HPE,"Subject: Re: DISK alerts on RACK-07-U5 (RACK-07)
From: P. Reyes

Following up on the smart_read_error_rate, latency_spike pattern we saw last time -- Elevated SMART read error rate combined with I/O latency spikes on the same physical disk, without reallocated sectors yet -- an earlier-stage precursor than the classic reallocated-sector pattern. We ended up going with: Flag the disk for proactive replacement during the next maintenance window rather than immediate hot-swap, since no data-loss-risk threshold has been crossed yet; continue monitoring reallocation count daily. Worked, closing this out."
DOC-0031,rca,psu,fan_rpm_drop|temp_rise,"Falling PSU fan RPM paired with rising internal temperature; in one prior case this was a failing fan bearing rather than the PSU's power stage, confirmed by fan replacement resolving the temperature trend without replacing the whole PSU.",Check fan RPM against the vendor's minimum spec before ordering a full PSU replacement -- a fan-only replacement is faster to source and avoids an unnecessary power-path interruption.,True,INC562030,RACK-03,RACK-03-U2,S. Okafor,Lenovo,"Root Cause Analysis INC562030 -- PSU failure signature, Lenovo platform
Prepared by: S. Okafor
Observed symptoms: fan_rpm_drop, temp_rise.
Analysis: Falling PSU fan RPM paired with rising internal temperature; in one prior case this was a failing fan bearing rather than the PSU's power stage, confirmed by fan replacement resolving the temperature trend without replacing the whole PSU.
Recommended and validated action: Check fan RPM against the vendor's minimum spec before ordering a full PSU replacement -- a fan-only replacement is faster to source and avoids an unnecessary power-path interruption.
Confirmation: Validated across multiple servers with the same signature."
DOC-0036,email,psu,fan_rpm_drop|temp_rise,"Falling PSU fan RPM paired with rising internal temperature; in one prior case this was a failing fan bearing rather than the PSU's power stage, confirmed by fan replacement resolving the temperature trend without replacing the whole PSU.",Check fan RPM against the vendor's minimum spec before ordering a full PSU replacement -- a fan-only replacement is faster to source and avoids an unnecessary power-path interruption.,True,INC607337,RACK-05,RACK-05-U2,M. Chen,Dell,"Subject: Re: PSU alerts on RACK-05-U2 (RACK-05)
From: M. Chen

Following up on the fan_rpm_drop, temp_rise pattern we saw last time -- Falling PSU fan RPM paired with rising internal temperature; in one prior case this was a failing fan bearing rather than the PSU's power stage, confirmed by fan replacement resolving the temperature trend without replacing the whole PSU. We ended up going with: Check fan RPM against the vendor's minimum spec before ordering a full PSU replacement -- a fan-only replacement is faster to source and avoids an unnecessary power-path interruption. Worked, closing this out."
DOC-0043,rca,nic,link_flap|driver_reset_attempted,"Link flaps attributed initially to a NIC driver issue; a driver update and reset were applied but flaps recurred within 24 hours, later traced to the same transceiver/cable pattern seen in other DIMM/NIC RCAs.","A driver reset is not sufficient when CRC errors are also rising -- treat rising CRC alongside link flaps as a physical-layer signature (transceiver/cable), not a driver-layer issue, and skip straight to hardware replacement.",False,INC129294,RACK-05,RACK-05-U8,S. Okafor,Dell,"Root Cause Analysis INC129294 -- NIC failure signature, Dell platform
Prepared by: S. Okafor
Observed symptoms: link_flap, driver_reset_attempted.
Analysis: Link flaps attributed initially to a NIC driver issue; a driver update and reset were applied but flaps recurred within 24 hours, later traced to the same transceiver/cable pattern seen in other DIMM/NIC RCAs.
Recommended and validated action: A driver reset is not sufficient when CRC errors are also rising -- treat rising CRC alongside link flaps as a physical-layer signature (transceiver/cable), not a driver-layer issue, and skip straight to hardware replacement.
Confirmation: Documented as an ineffective first response -- do not repeat."
DOC-0010,email,dimm,ecc_correctable_spike|bios_reseat_attempted,"Initial diagnosis suspected a loose DIMM seating after a recent chassis service event; reseating temporarily reduced correctable ECC counts but errors returned within 48 hours, confirming the module itself (not the seating) was at fault.",Reseating the DIMM is not a durable fix when correctable ECC counts resume climbing within 2 days -- escalate directly to module replacement instead of re-attempting a reseat.,False,INC914983,RACK-06,RACK-06-U8,T. Novak,HPE,"Subject: Re: DIMM alerts on RACK-06-U8 (RACK-06)
From: T. Novak

Following up on the ecc_correctable_spike, bios_reseat_attempted pattern we saw last time -- Initial diagnosis suspected a loose DIMM seating after a recent chassis service event; reseating temporarily reduced correctable ECC counts but errors returned within 48 hours, confirming the module itself (not the seating) was at fault. We ended up going with: Reseating the DIMM is not a durable fix when correctable ECC counts resume climbing within 2 days -- escalate directly to module replacement instead of re-attempting a reseat. Only worked temporarily, opened a formal RCA."
DOC-0002,ticket,dimm,ecc_correctable_spike|ecc_uncorrectable|memory_errors,"Degrading DIMM module in slot showing rising correctable ECC error rate, progressing to uncorrectable errors consistent with a failing memory cell array.","Replace the affected DIMM module. If the server is part of an active migration or DR failover, complete failover to a healthy node before pulling the module; do not hot-remove memory from a node still serving production traffic.",True,INC483452,RACK-10,RACK-10-U1,T. Novak,Dell,"[Closed Incident INC483452] Component: DIMM | Server: RACK-10-U1 | Rack: RACK-10
Vendor: Dell
Symptoms observed: ecc_correctable_spike, ecc_uncorrectable, memory_errors.
Root cause: Degrading DIMM module in slot showing rising correctable ECC error rate, progressing to uncorrectable errors consistent with a failing memory cell array.
Resolution applied by T. Novak: Replace the affected DIMM module. If the server is part of an active migration or DR failover, complete failover to a healthy node before pulling the module; do not hot-remove memory from a node still serving production traffic.
Outcome: Resolved, no recurrence in 30 days."
DOC-0009,rca,dimm,ecc_correctable_spike|bios_reseat_attempted,"Initial diagnosis suspected a loose DIMM seating after a recent chassis service event; reseating temporarily reduced correctable ECC counts but errors returned within 48 hours, confirming the module itself (not the seating) was at fault.",Reseating the DIMM is not a durable fix when correctable ECC counts resume climbing within 2 days -- escalate directly to module replacement instead of re-attempting a reseat.,False,INC691783,RACK-01,RACK-01-U4,R. Singh,Lenovo,"Root Cause Analysis INC691783 -- DIMM failure signature, Lenovo platform
Prepared by: R. Singh
Observed symptoms: ecc_correctable_spike, bios_reseat_attempted.
Analysis: Initial diagnosis suspected a loose DIMM seating after a recent chassis service event; reseating temporarily reduced correctable ECC counts but errors returned within 48 hours, confirming the module itself (not the seating) was at fault.
Recommended and validated action: Reseating the DIMM is not a durable fix when correctable ECC counts resume climbing within 2 days -- escalate directly to module replacement instead of re-attempting a reseat.
Confirmation: Documented as an ineffective first response -- do not repeat."
DOC-0040,manual,nic,link_flap|crc_errors,"Repeated link flaps with rising CRC error counts on a single NIC port, isolated to the port (not the switch side, confirmed via counters on both ends) -- consistent with a degrading SFP transceiver or a marginal cable.","Replace the SFP transceiver and cable together before replacing the NIC card itself; this resolved the equivalent signature in prior tickets without a full card swap. If this NIC is the active path for an in-progress migration, fail over to the secondary NIC first.",True,INC643578,RACK-06,RACK-06-U3,S. Okafor,Dell,"Vendor Service Procedure Excerpt (Dell) -- NIC module replacement
Applicable symptom codes: link_flap, crc_errors.
Procedure: Replace the SFP transceiver and cable together before replacing the NIC card itself; this resolved the equivalent signature in prior tickets without a full card swap. If this NIC is the active path for an in-progress migration, fail over to the secondary NIC first.
Safety note: Always confirm redundant-path health (failover partner, RAID rebuild target, or partner PSU) before removing a component from a live chassis."
DOC-0011,email,dimm,ecc_correctable_spike|bios_reseat_attempted,"Initial diagnosis suspected a loose DIMM seating after a recent chassis service event; reseating temporarily reduced correctable ECC counts but errors returned within 48 hours, confirming the module itself (not the seating) was at fault.",Reseating the DIMM is not a durable fix when correctable ECC counts resume climbing within 2 days -- escalate directly to module replacement instead of re-attempting a reseat.,False,INC414328,RACK-04,RACK-04-U3,P. Reyes,Dell,"Subject: Re: DIMM alerts on RACK-04-U3 (RACK-04)
From: P. Reyes

Following up on the ecc_correctable_spike, bios_reseat_attempted pattern we saw last time -- Initial diagnosis suspected a loose DIMM seating after a recent chassis service event; reseating temporarily reduced correctable ECC counts but errors returned within 48 hours, confirming the module itself (not the seating) was at fault. We ended up going with: Reseating the DIMM is not a durable fix when correctable ECC counts resume climbing within 2 days -- escalate directly to module replacement instead of re-attempting a reseat. Only worked temporarily, opened a formal RCA."
DOC-0045,rca,nic,link_flap|driver_reset_attempted,"Link flaps attributed initially to a NIC driver issue; a driver update and reset were applied but flaps recurred within 24 hours, later traced to the same transceiver/cable pattern seen in other DIMM/NIC RCAs.","A driver reset is not sufficient when CRC errors are also rising -- treat rising CRC alongside link flaps as a physical-layer signature (transceiver/cable), not a driver-layer issue, and skip straight to hardware replacement.",False,INC207119,RACK-04,RACK-04-U8,M. Chen,HPE,"Root Cause Analysis INC207119 -- NIC failure signature, HPE platform
Prepared by: M. Chen
Observed symptoms: link_flap, driver_reset_attempted.
Analysis: Link flaps attributed initially to a NIC driver issue; a driver update and reset were applied but flaps recurred within 24 hours, later traced to the same transceiver/cable pattern seen in other DIMM/NIC RCAs.
Recommended and validated action: A driver reset is not sufficient when CRC errors are also rising -- treat rising CRC alongside link flaps as a physical-layer signature (transceiver/cable), not a driver-layer issue, and skip straight to hardware replacement.
Confirmation: Documented as an ineffective first response -- do not repeat."
DOC-0044,email,nic,link_flap|driver_reset_attempted,"Link flaps attributed initially to a NIC driver issue; a driver update and reset were applied but flaps recurred within 24 hours, later traced to the same transceiver/cable pattern seen in other DIMM/NIC RCAs.","A driver reset is not sufficient when CRC errors are also rising -- treat rising CRC alongside link flaps as a physical-layer signature (transceiver/cable), not a driver-layer issue, and skip straight to hardware replacement.",False,INC568952,RACK-12,RACK-12-U6,S. Okafor,Dell,"Subject: Re: NIC alerts on RACK-12-U6 (RACK-12)
From: S. Okafor

Following up on the link_flap, driver_reset_attempted pattern we saw last time -- Link flaps attributed initially to a NIC driver issue; a driver update and reset were applied but flaps recurred within 24 hours, later traced to the same transceiver/cable pattern seen in other DIMM/NIC RCAs. We ended up going with: A driver reset is not sufficient when CRC errors are also rising -- treat rising CRC alongside link flaps as a physical-layer signature (transceiver/cable), not a driver-layer issue, and skip straight to hardware replacement. Only worked temporarily, opened a formal RCA."
DOC-0030,rca,psu,input_voltage_drop|output_ripple_high|psu_fault,"Input voltage sag combined with rising output ripple on one PSU in a redundant pair indicates internal capacitor degradation, typically 2-3 weeks before a hard PSU trip.","Because PSUs are deployed N+1, the redundant unit can carry load during replacement -- confirm the partner PSU is healthy, then hot-swap the degrading unit. If this rack is in a backup window, verify the backup job's power draw profile doesn't push the single remaining PSU over its rated capacity before pulling the faulty one.",True,INC765100,RACK-07,RACK-07-U1,M. Chen,Dell,"Root Cause Analysis INC765100 -- PSU failure signature, Dell platform
Prepared by: M. Chen
Observed symptoms: input_voltage_drop, output_ripple_high, psu_fault.
Analysis: Input voltage sag combined with rising output ripple on one PSU in a redundant pair indicates internal capacitor degradation, typically 2-3 weeks before a hard PSU trip.
Recommended and validated action: Because PSUs are deployed N+1, the redundant unit can carry load during replacement -- confirm the partner PSU is healthy, then hot-swap the degrading unit. If this rack is in a backup window, verify the backup job's power draw profile doesn't push the single remaining PSU over its rated capacity before pulling the faulty one.
Confirmation: Validated across multiple servers with the same signature."
DOC-0026,manual,psu,input_voltage_drop|output_ripple_high|psu_fault,"Input voltage sag combined with rising output ripple on one PSU in a redundant pair indicates internal capacitor degradation, typically 2-3 weeks before a hard PSU trip.","Because PSUs are deployed N+1, the redundant unit can carry load during replacement -- confirm the partner PSU is healthy, then hot-swap the degrading unit. If this rack is in a backup window, verify the backup job's power draw profile doesn't push the single remaining PSU over its rated capacity before pulling the faulty one.",True,INC291200,RACK-05,RACK-05-U5,J. Alvarez,Dell,"Vendor Service Procedure Excerpt (Dell) -- PSU module replacement
Applicable symptom codes: input_voltage_drop, output_ripple_high, psu_fault.
Procedure: Because PSUs are deployed N+1, the redundant unit can carry load during replacement -- confirm the partner PSU is healthy, then hot-swap the degrading unit. If this rack is in a backup window, verify the backup job's power draw profile doesn't push the single remaining PSU over its rated capacity before pulling the faulty one.
Safety note: Always confirm redundant-path health (failover partner, RAID rebuild target, or partner PSU) before removing a component from a live chassis."
DOC-0006,rca,dimm,ecc_correctable_spike|ecc_uncorrectable|memory_errors,"Degrading DIMM module in slot showing rising correctable ECC error rate, progressing to uncorrectable errors consistent with a failing memory cell array.","Replace the affected DIMM module. If the server is part of an active migration or DR failover, complete failover to a healthy node before pulling the module; do not hot-remove memory from a node still serving production traffic.",True,INC151998,RACK-04,RACK-04-U1,T. Novak,Dell,"Root Cause Analysis INC151998 -- DIMM failure signature, Dell platform
Prepared by: T. Novak
Observed symptoms: ecc_correctable_spike, ecc_uncorrectable, memory_errors.
Analysis: Degrading DIMM module in slot showing rising correctable ECC error rate, progressing to uncorrectable errors consistent with a failing memory cell array.
Recommended and validated action: Replace the affected DIMM module. If the server is part of an active migration or DR failover, complete failover to a healthy node before pulling the module; do not hot-remove memory from a node still serving production traffic.
Confirmation: Validated across multiple servers with the same signature."
DOC-0022,email,disk,smart_read_error_rate|latency_spike,"Elevated SMART read error rate combined with I/O latency spikes on the same physical disk, without reallocated sectors yet -- an earlier-stage precursor than the classic reallocated-sector pattern.","Flag the disk for proactive replacement during the next maintenance window rather than immediate hot-swap, since no data-loss-risk threshold has been crossed yet; continue monitoring reallocation count daily.",True,INC184495,RACK-03,RACK-03-U8,R. Singh,Lenovo,"Subject: Re: DISK alerts on RACK-03-U8 (RACK-03)
From: R. Singh

Following up on the smart_read_error_rate, latency_spike pattern we saw last time -- Elevated SMART read error rate combined with I/O latency spikes on the same physical disk, without reallocated sectors yet -- an earlier-stage precursor than the classic reallocated-sector pattern. We ended up going with: Flag the disk for proactive replacement during the next maintenance window rather than immediate hot-swap, since no data-loss-risk threshold has been crossed yet; continue monitoring reallocation count daily. Worked, closing this out."
DOC-0041,manual,nic,link_flap|crc_errors,"Repeated link flaps with rising CRC error counts on a single NIC port, isolated to the port (not the switch side, confirmed via counters on both ends) -- consistent with a degrading SFP transceiver or a marginal cable.","Replace the SFP transceiver and cable together before replacing the NIC card itself; this resolved the equivalent signature in prior tickets without a full card swap. If this NIC is the active path for an in-progress migration, fail over to the secondary NIC first.",True,INC767357,RACK-04,RACK-04-U4,M. Chen,HPE,"Vendor Service Procedure Excerpt (HPE) -- NIC module replacement
Applicable symptom codes: link_flap, crc_errors.
Procedure: Replace the SFP transceiver and cable together before replacing the NIC card itself; this resolved the equivalent signature in prior tickets without a full card swap. If this NIC is the active path for an in-progress migration, fail over to the secondary NIC first.
Safety note: Always confirm redundant-path health (failover partner, RAID rebuild target, or partner PSU) before removing a component from a live chassis."
DOC-0028,manual,psu,input_voltage_drop|output_ripple_high|psu_fault,"Input voltage sag combined with rising output ripple on one PSU in a redundant pair indicates internal capacitor degradation, typically 2-3 weeks before a hard PSU trip.","Because PSUs are deployed N+1, the redundant unit can carry load during replacement -- confirm the partner PSU is healthy, then hot-swap the degrading unit. If this rack is in a backup window, verify the backup job's power draw profile doesn't push the single remaining PSU over its rated capacity before pulling the faulty one.",True,INC747592,RACK-11,RACK-11-U1,R. Singh,Lenovo,"Vendor Service Procedure Excerpt (Lenovo) -- PSU module replacement
Applicable symptom codes: input_voltage_drop, output_ripple_high, psu_fault.
Procedure: Because PSUs are deployed N+1, the redundant unit can carry load during replacement -- confirm the partner PSU is healthy, then hot-swap the degrading unit. If this rack is in a backup window, verify the backup job's power draw profile doesn't push the single remaining PSU over its rated capacity before pulling the faulty one.
Safety note: Always confirm redundant-path health (failover partner, RAID rebuild target, or partner PSU) before removing a component from a live chassis."
